loan_id,customer_id,application_date,loan_type,requested_loan_amount,approved_loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,employment_type,credit_score,existing_loan_amount,loan_status,repayment_status,emi_amount,city,income_segment
LOAN002551,CUST001535,2024-08-25,Business,4214400.0,3676800.0,47,12.45,140479.29,57143.45,Salaried,681,475588.17,Approved,On-time,99244.42,Mumbai,High
LOAN004682,CUST001628,2024-08-25,Personal,421900.0,370400.0,48,13.98,35159.23,19226.7,Salaried,642,201793.27,Approved,Default,10118.01,Patna,Mid
LOAN003270,CUST000821,2024-08-25,Home,10301900.0,7098800.0,257,8.71,296500.14,105940.3,Self-employed,761,0.0,Approved,On-time,61040.6,Nagpur,Premium
LOAN001139,CUST001908,2024-08-25,Home,3026300.0,2618200.0,95,9.0,50437.75,20115.74,Salaried,650,84672.14,Approved,On-time,38633.4,Delhi,Mid
LOAN003260,CUST000725,2024-08-25,Home,1880800.0,1335600.0,260,8.93,31346.71,14752.25,Salaried,636,364804.81,Approved,On-time,11631.29,Surat,Low
LOAN003588,CUST002024,2024-08-25,Personal,197700.0,187600.0,17,14.18,19121.0,6959.29,Self-employed,642,0.0,Approved,On-time,12245.64,Ahmedabad,Low
LOAN004057,CUST000618,2024-08-25,Business,2879500.0,2385600.0,100,11.77,95983.16,37489.9,Self-employed,768,0.0,Approved,On-time,37545.84,Lucknow,High
LOAN004047,CUST000385,2024-08-25,Education,1505000.0,1505000.0,37,10.04,62095.08,22463.42,Salaried,708,0.0,Approved,On-time,47464.49,Mumbai,Mid
LOAN005233,CUST002075,2024-08-25,Business,838900.0,0.0,28,13.08,27964.0,10495.57,Salaried,628,0.0,Rejected,Not Started,0.0,Surat,Low
LOAN005390,CUST000121,2024-08-25,Business,422700.0,422700.0,55,12.39,74380.12,44065.19,Business,681,0.0,Approved,On-time,10111.64,Chennai,Mid
LOAN000189,CUST002094,2024-08-26,Personal,93600.0,72900.0,28,14.44,24556.95,13425.44,Business,628,28367.71,Approved,Late,3082.26,Ahmedabad,Low
LOAN004036,CUST002057,2024-08-26,Vehicle,176300.0,127600.0,43,10.67,15204.89,7439.96,Self-employed,595,36225.79,Approved,Late,3583.81,Bengaluru,Low
LOAN004016,CUST001540,2024-08-26,Home,7411000.0,5846000.0,207,8.81,133062.86,40515.23,Salaried,651,114198.62,Approved,On-time,55024.14,Vadodara,High
LOAN006744,CUST000809,2024-08-26,Personal,326700.0,0.0,6,13.77,27227.17,11989.08,Unemployed,637,30929.96,Rejected,Not Started,0.0,Mumbai,Low
LOAN007414,CUST001723,2024-08-26,Business,511500.0,402000.0,93,13.1,28946.99,11046.08,Freelancer,642,5062.68,Approved,On-time,6903.53,Nagpur,Low
LOAN006298,CUST002235,2024-08-26,Education,1093600.0,699600.0,66,10.6,43742.2,18015.11,Business,638,213823.1,Approved,On-time,14033.9,Coimbatore,Mid
LOAN007107,CUST001189,2024-08-26,Personal,173600.0,144500.0,41,13.45,61884.6,28787.33,Salaried,678,17908.15,Approved,On-time,4415.37,Delhi,Mid
LOAN004497,CUST001857,2024-08-26,Personal,461400.0,356400.0,60,13.5,76382.77,31467.25,Self-employed,700,0.0,Approved,On-time,8200.71,Bengaluru,High
LOAN007195,CUST001703,2024-08-26,Home,2731200.0,2457400.0,187,8.83,45520.26,11810.96,Business,673,52058.35,Approved,On-time,24234.57,Pune,Mid
LOAN006581,CUST000957,2024-08-26,Vehicle,559700.0,475600.0,73,10.38,27985.13,10434.84,Salaried,595,17675.91,Approved,On-time,8814.32,Surat,Low
LOAN001859,CUST001958,2024-08-26,Business,715000.0,0.0,95,13.34,23833.3,10418.14,Salaried,600,0.0,Rejected,Not Started,0.0,Lucknow,Low
LOAN001098,CUST000651,2024-08-27,Home,1163900.0,0.0,135,8.98,19397.87,8045.57,Self-employed,600,0.0,Rejected,Not Started,0.0,Ludhiana,Low
LOAN001880,CUST002113,2024-08-27,Vehicle,180800.0,166500.0,31,10.61,19991.29,10131.17,Salaried,616,196250.49,Approved,On-time,6164.18,Ahmedabad,Low
LOAN000156,CUST000234,2024-08-27,Vehicle,1101000.0,629900.0,59,10.31,55049.13,25582.81,Salaried,666,0.0,Approved,On-time,13654.69,Patna,Mid
LOAN006210,CUST001473,2024-08-27,Business,1168100.0,0.0,52,12.65,38935.85,20693.16,Self-employed,677,0.0,Rejected,Not Started,0.0,Hyderabad,Mid
LOAN005334,CUST001057,2024-08-27,Education,1217400.0,922700.0,179,10.46,84799.17,43440.02,Business,657,0.0,Approved,On-time,10200.24,Chennai,High
LOAN000460,CUST001469,2024-08-27,Business,573800.0,507200.0,18,12.47,334179.03,104383.03,Business,699,0.0,Approved,On-time,31040.94,Bhopal,Premium
LOAN001786,CUST002111,2024-08-27,Business,702300.0,619100.0,62,12.77,23410.12,6208.71,Salaried,673,20017.6,Approved,On-time,13690.41,Vadodara,Low
LOAN003425,CUST000556,2024-08-27,Home,5094100.0,4232600.0,140,8.76,117650.1,56718.09,Business,670,56063.46,Approved,On-time,48369.76,Indore,High
LOAN006867,CUST002639,2024-08-28,Home,1843800.0,1598800.0,232,9.42,30729.79,13011.69,Salaried,608,11244.08,Approved,On-time,14994.47,Ahmedabad,Low
LOAN001814,CUST000168,2024-08-28,Business,1288100.0,1285200.0,74,12.39,49284.36,23096.45,Salaried,664,0.0,Approved,On-time,24924.49,Pune,Mid
LOAN001500,CUST002284,2024-08-28,Home,1754600.0,1486000.0,182,8.99,29243.33,9771.67,Salaried,593,15188.73,Approved,On-time,14984.77,Indore,Low
LOAN006906,CUST002898,2024-08-28,Vehicle,1407300.0,1391200.0,55,10.55,70365.34,32575.81,Salaried,604,21268.27,Approved,Late,32009.87,Nagpur,Mid
LOAN005917,CUST001093,2024-08-28,Personal,705400.0,675800.0,30,13.22,93199.59,28937.05,Business,711,356226.76,Approved,On-time,26576.62,Bengaluru,High
LOAN002764,CUST001048,2024-08-28,Vehicle,3000000.0,2321300.0,74,9.36,302158.79,127051.68,Salaried,771,0.0,Approved,On-time,41406.95,Chennai,Premium
LOAN007537,CUST001766,2024-08-28,Education,473800.0,430100.0,85,10.49,18951.23,6282.91,Salaried,681,0.0,Approved,On-time,7191.69,Kanpur,Low
LOAN004980,CUST002503,2024-08-28,Home,3804500.0,3627300.0,278,8.87,63408.1,34902.83,Salaried,711,321779.62,Approved,On-time,30785.58,Ludhiana,Mid
LOAN007560,CUST000550,2024-08-28,Home,5967800.0,5529000.0,305,8.98,99462.85,63062.58,Business,651,0.0,Approved,On-time,46121.64,Chennai,High
LOAN004434,CUST000907,2024-08-28,Home,3579300.0,3012400.0,142,8.98,135242.33,84764.94,Salaried,633,432204.98,Approved,On-time,34517.37,Chennai,High
LOAN000726,CUST002466,2024-08-28,Education,119900.0,82100.0,96,10.35,17687.09,7056.28,Freelancer,657,4654.5,Approved,On-time,1261.06,Indore,Low
LOAN007135,CUST000440,2024-08-28,Personal,708500.0,604200.0,10,12.74,103343.2,42631.48,Business,728,152142.77,Approved,On-time,64003.9,Mumbai,High
LOAN000922,CUST000164,2024-08-28,Personal,311000.0,0.0,40,14.48,87348.46,40492.18,Salaried,613,0.0,Rejected,Not Started,0.0,Bhopal,High
LOAN005434,CUST002470,2024-08-28,Personal,1196300.0,753700.0,44,13.08,437016.88,155868.09,Salaried,715,0.0,Approved,On-time,21655.73,Delhi,Premium
LOAN002720,CUST001076,2024-08-28,Home,3470200.0,2068300.0,285,8.5,107002.29,28962.54,Self-employed,713,0.0,Approved,On-time,16912.9,Patna,High
LOAN007994,CUST000153,2024-08-28,Vehicle,638100.0,587000.0,83,9.73,31905.51,14223.96,Salaried,709,36346.15,Approved,On-time,9744.6,Pune,Low
LOAN001009,CUST000674,2024-08-29,Personal,475800.0,0.0,16,13.84,62504.24,29728.96,Salaried,672,141906.44,Rejected,Not Started,0.0,Jaipur,Mid
LOAN007696,CUST002561,2024-08-29,Personal,849300.0,849300.0,46,12.68,231374.12,150624.5,Business,773,1305015.8,Approved,On-time,23407.75,Ludhiana,Premium
LOAN000741,CUST000134,2024-08-29,Personal,972400.0,719800.0,25,13.34,154480.1,106966.81,Salaried,715,68031.17,Approved,On-time,33136.69,Kanpur,High
LOAN005242,CUST002053,2024-08-29,Vehicle,254300.0,243800.0,17,9.57,80032.46,38617.6,Business,762,0.0,Approved,On-time,15392.31,Chennai,High
LOAN007311,CUST000004,2024-08-29,Vehicle,1445700.0,1056900.0,49,9.12,87622.52,24636.87,Self-employed,810,212736.84,Approved,On-time,25915.23,Delhi,High
LOAN002878,CUST001406,2024-08-29,Business,367600.0,327500.0,99,12.25,167086.09,67310.59,Self-employed,716,0.0,Approved,On-time,5272.08,Nagpur,High
LOAN002212,CUST001734,2024-08-29,Home,1155400.0,0.0,269,9.18,19257.48,5047.69,Salaried,599,0.0,Rejected,Not Started,0.0,Surat,Low
LOAN003520,CUST002460,2024-08-29,Home,3286800.0,2576500.0,238,8.67,54779.37,39858.6,Salaried,690,0.0,Approved,On-time,22708.61,Surat,Mid
LOAN003861,CUST001368,2024-08-30,Personal,528900.0,455900.0,17,13.31,44539.45,22283.54,Salaried,691,0.0,Approved,On-time,29573.42,Pune,Mid
LOAN002527,CUST000262,2024-08-30,Business,971500.0,747700.0,15,12.03,32383.55,12949.45,Salaried,730,84646.08,Approved,On-time,53937.38,Vadodara,Low
LOAN007485,CUST000454,2024-08-30,Education,371600.0,293600.0,147,9.66,59978.24,28802.0,Salaried,817,0.0,Approved,On-time,3413.98,Chennai,Mid
LOAN006085,CUST001528,2024-08-30,Business,240000.0,240000.0,97,14.65,25420.02,9361.22,Business,478,0.0,Approved,On-time,4235.27,Nagpur,Low
LOAN003358,CUST000908,2024-08-30,Personal,759200.0,759200.0,39,12.89,94185.53,51026.11,Salaried,722,0.0,Approved,On-time,23930.93,Nagpur,High
LOAN005499,CUST002704,2024-08-31,Education,888200.0,469800.0,60,9.98,96174.55,52055.63,Business,745,256089.99,Approved,On-time,9977.24,Ludhiana,High
LOAN004970,CUST000749,2024-08-31,Education,455500.0,391300.0,17,9.63,92414.18,44087.19,Salaried,821,0.0,Approved,On-time,24715.52,Vadodara,High
LOAN006026,CUST002089,2024-08-31,Vehicle,1805900.0,1410200.0,34,9.44,90296.37,39021.99,Business,734,69834.82,Approved,On-time,47432.19,Delhi,High
LOAN002420,CUST002386,2024-08-31,Personal,907400.0,731900.0,44,14.21,75615.27,36759.66,Self-employed,617,0.0,Approved,Late,21438.28,Kolkata,High
LOAN001551,CUST002638,2024-08-31,Personal,665000.0,0.0,27,12.75,72245.65,37070.5,Salaried,757,0.0,Rejected,Not Started,0.0,Bengaluru,Mid
LOAN002275,CUST000418,2024-08-31,Home,2393000.0,1694600.0,317,8.62,69305.36,18463.44,Salaried,755,15806.28,Approved,On-time,13576.98,Indore,Mid
LOAN003736,CUST001567,2024-08-31,Vehicle,322700.0,289800.0,15,10.07,16135.6,5798.16,Salaried,671,0.0,Approved,On-time,20642.3,Patna,Low
LOAN002293,CUST002093,2024-08-31,Business,829200.0,0.0,24,13.93,27640.04,22211.48,Salaried,552,0.0,Rejected,Not Started,0.0,Ludhiana,Low
LOAN001656,CUST001688,2024-09-01,Personal,560000.0,506500.0,10,12.79,390425.05,206571.34,Salaried,755,585069.45,Approved,On-time,53666.35,Jaipur,Premium
LOAN002876,CUST000536,2024-09-01,Home,2181200.0,1767800.0,136,8.43,70301.72,24547.34,Salaried,738,187493.61,Approved,On-time,20224.25,Hyderabad,Mid
LOAN006504,CUST002453,2024-09-01,Home,2889000.0,0.0,205,9.12,472327.59,169238.66,Business,699,51464.21,Rejected,Not Started,0.0,Bhopal,Premium
LOAN000654,CUST000628,2024-09-01,Vehicle,331400.0,296200.0,27,9.78,122217.94,59879.22,Salaried,693,0.0,Approved,On-time,12266.08,Nagpur,High
LOAN004922,CUST001472,2024-09-01,Personal,365200.0,354100.0,10,13.17,60518.55,29684.96,Salaried,720,0.0,Approved,On-time,37582.42,Chennai,Mid
LOAN007060,CUST002809,2024-09-01,Personal,201500.0,104200.0,12,14.43,16795.36,9541.15,Self-employed,605,0.0,Approved,On-time,9376.91,Hyderabad,Low
LOAN006259,CUST000049,2024-09-01,Personal,286000.0,187200.0,14,13.13,27047.92,11580.67,Freelancer,730,85119.29,Approved,On-time,14494.58,Surat,Low
LOAN007757,CUST002155,2024-09-01,Personal,1200000.0,1123900.0,21,12.76,447245.43,189725.69,Business,767,0.0,Approved,On-time,59999.52,Mumbai,Premium
LOAN001582,CUST001970,2024-09-01,Gold,582200.0,0.0,24,8.91,89599.98,28461.86,Salaried,673,930242.7,Rejected,Not Started,0.0,Ahmedabad,High
LOAN001860,CUST002637,2024-09-01,Education,1781000.0,0.0,172,10.02,71659.95,33035.36,Business,739,14411.09,Rejected,Not Started,0.0,Indore,Mid
LOAN002671,CUST000759,2024-09-01,Personal,1200000.0,884800.0,50,12.53,439891.1,140793.75,Self-employed,745,1980323.06,Approved,On-time,22805.7,Pune,Premium
LOAN002069,CUST002215,2024-09-01,Vehicle,1304700.0,0.0,76,10.15,65235.21,25933.72,Freelancer,635,0.0,Rejected,Not Started,0.0,Mumbai,Mid
LOAN007118,CUST002510,2024-09-01,Personal,217100.0,142800.0,11,13.42,64581.88,23137.76,Salaried,706,0.0,Approved,On-time,13869.04,Kolkata,Mid
LOAN004394,CUST000525,2024-09-01,Vehicle,2225600.0,2041500.0,58,9.84,133906.69,69169.87,Self-employed,673,95154.18,Approved,On-time,44370.85,Bengaluru,High
LOAN005484,CUST002514,2024-09-02,Personal,137800.0,95500.0,47,13.97,47123.42,23637.62,Self-employed,665,231296.78,Approved,On-time,2649.76,Kanpur,Mid
LOAN003412,CUST000045,2024-09-02,Home,1447400.0,1038900.0,110,8.85,24122.58,12724.16,Freelancer,666,0.0,Approved,On-time,13820.81,Kolkata,Low
LOAN003528,CUST002741,2024-09-02,Personal,840900.0,768200.0,35,13.18,86371.14,45216.38,Salaried,718,1092203.29,Approved,On-time,26555.75,Patna,High
LOAN001588,CUST002458,2024-09-02,Personal,607400.0,426200.0,40,13.61,50614.77,24029.44,Salaried,671,127357.66,Approved,On-time,13313.32,Surat,Mid
LOAN003458,CUST001045,2024-09-02,Vehicle,1772500.0,1462700.0,25,9.31,350743.58,114862.06,Business,803,1977055.8,Approved,On-time,64591.33,Lucknow,Premium
LOAN002518,CUST002619,2024-09-02,Vehicle,1364700.0,1364700.0,56,10.64,68232.94,31953.02,Salaried,578,0.0,Approved,On-time,31024.15,Delhi,Mid
LOAN005487,CUST000821,2024-09-02,Vehicle,895500.0,798900.0,22,9.98,254602.93,100052.23,Self-employed,705,0.0,Approved,On-time,39887.36,Nagpur,Premium
LOAN007619,CUST002392,2024-09-02,Home,4733500.0,4733500.0,99,8.7,78892.21,13463.6,Self-employed,720,125021.79,Approved,On-time,67173.19,Nagpur,High
LOAN004516,CUST001323,2024-09-02,Home,1967600.0,1458400.0,294,9.52,32793.96,13915.92,Salaried,582,313867.0,Approved,On-time,12826.45,Ludhiana,Low
LOAN002577,CUST001841,2024-09-03,Education,2537900.0,2427400.0,131,10.84,138624.92,68449.47,Salaried,656,89569.46,Approved,On-time,31681.54,Coimbatore,High
LOAN007438,CUST000986,2024-09-03,Business,2081100.0,1868200.0,66,13.08,69371.27,20133.88,Salaried,633,72852.65,Approved,Default,39845.68,Mumbai,Mid
LOAN006097,CUST001387,2024-09-03,Business,5445700.0,5056400.0,53,12.04,188232.45,120283.69,Salaried,755,364052.03,Approved,On-time,123474.44,Chandigarh,Premium
LOAN003427,CUST000383,2024-09-03,Personal,334800.0,282700.0,35,12.72,145912.49,46470.96,Freelancer,745,677398.07,Approved,On-time,9710.14,Ahmedabad,High
LOAN002271,CUST001973,2024-09-03,Personal,625000.0,625000.0,25,12.67,204148.91,97226.6,Freelancer,762,0.0,Approved,On-time,28575.45,Vadodara,Premium
LOAN000832,CUST000561,2024-09-03,Personal,102400.0,69500.0,49,14.11,31961.24,8352.48,Salaried,657,11089.13,Approved,On-time,1874.09,Ludhiana,Low
LOAN002427,CUST001640,2024-09-04,Business,1163300.0,966300.0,115,12.3,73788.87,33052.3,Business,685,74079.87,Approved,On-time,14344.37,Nagpur,Mid
LOAN000776,CUST000467,2024-09-04,Personal,438000.0,278400.0,34,13.15,52632.49,21856.69,Business,718,0.0,Approved,On-time,9852.41,Surat,Mid
LOAN002263,CUST002571,2024-09-04,Vehicle,232200.0,200300.0,38,10.12,28071.37,11678.42,Self-employed,625,59131.48,Approved,Late,6182.69,Surat,Low
LOAN004263,CUST000578,2024-09-04,Personal,628600.0,464000.0,14,14.19,52385.56,15832.2,Salaried,614,94184.57,Approved,On-time,36157.05,Chennai,Mid
LOAN000665,CUST001254,2024-09-04,Business,284500.0,266700.0,72,11.44,150129.09,56917.83,Salaried,789,0.0,Approved,On-time,5136.7,Bhopal,High
LOAN002946,CUST002224,2024-09-04,Education,451900.0,0.0,45,10.95,18074.8,10926.55,Salaried,563,45853.01,Rejected,Not Started,0.0,Ludhiana,Low
LOAN004134,CUST002850,2024-09-04,Business,1791400.0,1692900.0,23,12.36,59713.38,25652.17,Salaried,694,454761.31,Approved,On-time,83043.35,Jaipur,Mid
LOAN004677,CUST002540,2024-09-04,Business,3564700.0,3428000.0,53,11.94,118823.37,68656.74,Salaried,742,0.0,Approved,On-time,83539.52,Mumbai,High
LOAN002907,CUST001444,2024-09-05,Personal,907000.0,850400.0,21,12.91,121673.51,55854.46,Business,738,112433.66,Approved,On-time,45458.31,Bhopal,High
LOAN006166,CUST001810,2024-09-05,Business,337200.0,271400.0,29,13.16,29161.13,13633.0,Business,614,23401.69,Approved,On-time,10976.34,Ludhiana,Low
LOAN007050,CUST001211,2024-09-05,Home,5701800.0,4299600.0,99,8.84,159258.24,60900.12,Self-employed,685,0.0,Approved,On-time,61328.18,Surat,High
LOAN007671,CUST002923,2024-09-05,Education,276800.0,264900.0,15,10.13,106686.07,40210.7,Salaried,728,717191.57,Approved,Late,18876.03,Nagpur,High
LOAN006260,CUST000883,2024-09-05,Personal,737000.0,737000.0,49,12.2,273485.07,147855.73,Business,818,100881.28,Approved,On-time,19171.79,Surat,Premium
LOAN003886,CUST001670,2024-09-05,Home,7214100.0,0.0,227,8.68,157949.81,71797.97,Salaried,731,93187.07,Rejected,Not Started,0.0,Jaipur,High
LOAN005297,CUST002134,2024-09-05,Personal,533600.0,447100.0,51,14.14,166336.57,72022.67,Business,611,473416.88,Approved,Late,11713.12,Pune,High
LOAN000800,CUST000243,2024-09-05,Home,1838300.0,1564100.0,163,8.97,34244.55,13426.79,Self-employed,625,95160.37,Approved,On-time,16631.99,Surat,Low
LOAN003844,CUST002778,2024-09-05,Vehicle,151500.0,132200.0,78,10.84,43461.03,22232.16,Self-employed,511,71178.15,Approved,On-time,2368.86,Kanpur,Mid
LOAN006294,CUST002043,2024-09-05,Home,1709200.0,1512700.0,127,8.55,64806.09,31032.61,Salaried,697,6747.27,Approved,On-time,18141.48,Mumbai,Mid
LOAN002877,CUST002127,2024-09-05,Education,1247400.0,1036200.0,77,9.31,177495.2,87116.59,Business,811,0.0,Approved,On-time,17925.2,Coimbatore,Premium
LOAN003372,CUST002252,2024-09-06,Personal,72700.0,49700.0,28,14.52,30566.08,11206.65,Business,594,35776.67,Approved,On-time,2103.25,Pune,Low
LOAN004457,CUST000644,2024-09-06,Personal,227200.0,191600.0,55,14.11,18929.28,9883.61,Salaried,650,788.24,Approved,On-time,4750.41,Chandigarh,Low
LOAN004220,CUST000735,2024-09-06,Personal,399700.0,0.0,24,14.08,43312.67,12183.25,Freelancer,632,0.0,Rejected,Not Started,0.0,Chennai,Mid
LOAN007399,CUST001251,2024-09-06,Personal,918100.0,799700.0,59,12.9,120278.43,59406.86,Salaried,756,1142505.12,Approved,On-time,18374.33,Nagpur,High
LOAN004531,CUST001480,2024-09-06,Personal,528700.0,0.0,25,12.59,164095.41,61069.23,Self-employed,740,14023.96,Rejected,Not Started,0.0,Delhi,High
LOAN006357,CUST002309,2024-09-06,Business,2218000.0,1560200.0,63,12.59,73932.09,32201.32,Salaried,675,48417.88,Approved,On-time,33969.85,Delhi,Mid
LOAN004403,CUST002246,2024-09-06,Personal,512600.0,465800.0,7,14.3,72871.28,44208.8,Salaried,639,0.0,Approved,On-time,69752.3,Patna,Mid
LOAN000593,CUST002616,2024-09-06,Personal,93300.0,83000.0,35,13.87,74372.0,29727.12,Salaried,644,0.0,Approved,On-time,2896.85,Ludhiana,Mid
LOAN005109,CUST001823,2024-09-06,Personal,145900.0,110800.0,56,11.84,123966.68,53206.64,Freelancer,812,390280.48,Approved,Late,2584.77,Pune,High
LOAN003211,CUST002918,2024-09-06,Business,870500.0,761900.0,54,12.11,29015.23,14607.18,Self-employed,728,50888.24,Approved,On-time,18370.48,Chennai,Low
LOAN005860,CUST000261,2024-09-07,Personal,186400.0,174200.0,20,13.14,50964.26,15273.47,Self-employed,738,120239.56,Approved,On-time,9745.94,Pune,Mid
LOAN004786,CUST002503,2024-09-07,Vehicle,1211900.0,1211900.0,54,10.01,60595.18,19502.93,Salaried,705,0.0,Approved,On-time,27967.34,Ludhiana,Mid
LOAN004398,CUST000285,2024-09-07,Gold,89400.0,84400.0,32,8.88,27647.99,10115.75,Self-employed,656,0.0,Approved,On-time,2971.79,Mumbai,Low
LOAN001034,CUST000549,2024-09-07,Vehicle,354400.0,0.0,48,10.59,17718.92,9833.84,Salaried,606,10039.78,Rejected,Not Started,0.0,Coimbatore,Low
LOAN002168,CUST002217,2024-09-07,Business,1333000.0,1012400.0,34,12.24,44434.76,14973.53,Self-employed,701,0.0,Approved,On-time,35387.65,Surat,Mid
LOAN003098,CUST002993,2024-09-07,Education,649600.0,0.0,126,11.23,25983.86,11074.67,Salaried,605,0.0,Rejected,Not Started,0.0,Delhi,Low
LOAN007931,CUST001357,2024-09-07,Home,2787500.0,2001600.0,87,8.85,46457.69,18230.02,Salaried,716,24287.75,Approved,On-time,31253.62,Jaipur,Mid
LOAN002524,CUST002072,2024-09-07,Personal,117900.0,87400.0,28,12.53,74209.57,32422.97,Salaried,770,251604.06,Approved,On-time,3616.09,Bengaluru,Mid
LOAN002940,CUST001022,2024-09-07,Home,1463600.0,1186700.0,359,9.15,40965.47,21434.18,Self-employed,623,56528.5,Approved,Late,9681.94,Bhopal,Mid
LOAN007992,CUST001433,2024-09-07,Personal,292300.0,219900.0,44,14.27,24356.15,7359.52,Salaried,631,0.0,Approved,On-time,6447.71,Vadodara,Low
LOAN005635,CUST001900,2024-09-07,Education,916400.0,0.0,74,11.97,52484.18,17633.01,Salaried,492,344875.49,Rejected,Not Started,0.0,Vadodara,Mid
LOAN000144,CUST001463,2024-09-07,Business,1764400.0,1521000.0,63,12.05,441536.27,98827.25,Salaried,725,2199343.09,Approved,On-time,32696.5,Jaipur,Premium
LOAN003020,CUST000754,2024-09-07,Personal,492500.0,400200.0,47,13.68,47230.73,18342.9,Salaried,681,130918.82,Approved,On-time,11046.08,Indore,Mid
LOAN005086,CUST001827,2024-09-07,Business,2462700.0,1981100.0,35,12.13,82088.87,60536.12,Business,694,0.0,Approved,On-time,67487.5,Delhi,High
LOAN002937,CUST000483,2024-09-07,Education,1096500.0,893000.0,92,10.36,43860.47,25876.95,Salaried,718,0.0,Approved,On-time,14106.02,Ahmedabad,Mid
LOAN005103,CUST002870,2024-09-07,Personal,65200.0,0.0,32,13.91,22605.12,7672.96,Salaried,652,344295.01,Rejected,Not Started,0.0,Nagpur,Low
LOAN004859,CUST000813,2024-09-07,Gold,300100.0,270800.0,4,8.82,70872.32,41806.89,Salaried,640,0.0,Approved,On-time,68948.54,Kolkata,Mid
LOAN001700,CUST002796,2024-09-08,Personal,458800.0,312100.0,15,13.45,68918.44,25870.54,Salaried,683,90272.52,Approved,On-time,22720.83,Pune,Mid
LOAN007614,CUST001870,2024-09-08,Home,2935200.0,2298600.0,299,8.42,108290.88,59713.39,Salaried,752,0.0,Approved,On-time,18403.26,Nagpur,High
LOAN004026,CUST001604,2024-09-08,Vehicle,1573100.0,1322300.0,67,9.58,85315.51,46127.77,Business,715,0.0,Approved,On-time,25559.14,Ahmedabad,High
LOAN000178,CUST001949,2024-09-08,Business,2571300.0,1885600.0,90,12.5,85708.76,35366.06,Business,674,0.0,Approved,On-time,32385.76,Bengaluru,High
LOAN003635,CUST000715,2024-09-08,Vehicle,2091100.0,1912400.0,57,10.28,137391.53,91532.21,Salaried,595,187948.28,Approved,On-time,42547.04,Coimbatore,High
LOAN003835,CUST001316,2024-09-08,Education,388700.0,292000.0,72,11.52,15549.07,8287.46,Salaried,501,14974.55,Approved,On-time,5636.03,Nagpur,Low
LOAN001465,CUST000219,2024-09-08,Business,1329500.0,1078700.0,86,12.42,44317.34,25137.65,Salaried,674,0.0,Approved,On-time,19003.4,Lucknow,Mid
LOAN004080,CUST002118,2024-09-08,Personal,232800.0,232800.0,39,14.11,65782.6,33299.63,Salaried,649,0.0,Approved,On-time,7476.56,Indore,Mid
LOAN005688,CUST002153,2024-09-08,Personal,315400.0,309500.0,43,13.7,45131.68,19083.03,Salaried,676,0.0,Approved,On-time,9148.58,Vadodara,Mid
LOAN001223,CUST002338,2024-09-08,Vehicle,1332300.0,1216800.0,50,9.76,101290.0,18907.34,Self-employed,734,175698.14,Approved,On-time,29716.27,Patna,High
LOAN000600,CUST000744,2024-09-08,Education,546400.0,467900.0,124,10.47,21856.43,13651.13,Salaried,657,32163.78,Approved,On-time,6190.61,Delhi,Low
LOAN000155,CUST002637,2024-09-08,Personal,707800.0,602700.0,31,13.27,68132.69,36627.97,Salaried,684,206374.39,Approved,On-time,23070.65,Indore,Mid
LOAN007389,CUST002064,2024-09-09,Business,679100.0,534700.0,74,13.63,22637.62,14887.08,Salaried,560,42471.67,Approved,On-time,10721.44,Coimbatore,Low
LOAN006332,CUST002299,2024-09-09,Home,1023200.0,909100.0,340,8.48,37594.93,19694.13,Salaried,712,43796.41,Approved,On-time,7069.34,Kolkata,Mid
LOAN005314,CUST001532,2024-09-09,Personal,240600.0,222100.0,34,13.71,20052.93,9266.35,Business,659,159370.86,Approved,On-time,7919.82,Ludhiana,Low
LOAN004991,CUST001861,2024-09-09,Personal,87500.0,74700.0,37,14.05,22187.16,8748.6,Salaried,626,0.0,Approved,On-time,2499.32,Delhi,Low
LOAN004763,CUST000357,2024-09-09,Vehicle,167700.0,140900.0,43,10.06,37085.11,18270.26,Salaried,646,186485.38,Approved,On-time,3916.33,Nagpur,Mid
LOAN005926,CUST000337,2024-09-09,Gold,24800.0,17900.0,13,8.82,22281.87,9983.3,Salaried,663,119374.26,Approved,On-time,1448.8,Surat,Low
LOAN004958,CUST000518,2024-09-09,Home,3452200.0,2793800.0,323,8.6,57536.72,24951.23,Self-employed,717,24245.43,Approved,On-time,22237.08,Chandigarh,Mid
LOAN002147,CUST001529,2024-09-09,Gold,73800.0,72500.0,6,8.54,72617.9,39831.0,Self-employed,724,9354.33,Approved,On-time,12386.09,Ludhiana,Mid
LOAN004330,CUST001305,2024-09-09,Business,733500.0,0.0,83,11.81,24450.77,12555.36,Salaried,732,41432.24,Rejected,Not Started,0.0,Nagpur,Low
LOAN000860,CUST001340,2024-09-09,Gold,212400.0,185600.0,11,7.4,129853.52,73663.47,Salaried,899,435602.31,Approved,On-time,17503.41,Nagpur,High
LOAN000635,CUST000372,2024-09-10,Business,814400.0,717000.0,53,13.41,57987.68,38923.91,Salaried,609,226705.38,Approved,On-time,18001.01,Kanpur,Mid
LOAN005442,CUST001154,2024-09-10,Vehicle,609400.0,470100.0,47,10.19,53864.74,18623.96,Business,691,61870.31,Approved,On-time,12172.36,Ludhiana,Mid
